aet,def,pdsi,pet,soil,srad,tmmn,tmmx,vap,vpd,vs,date
-3.772500276813335,235.65210809016654,-12.395145528638716,204.45672383327965,6.066065064729687,342.88913657073743,15.581192219701627,28.515817443719467,1.2170558706805694,2.0667495975892782,3.6759402728464505,2025-01-01
-0.3057610107636059,227.20626965696735,-12.521297263971382,194.42057367049821,9.011553829583523,326.2249395378386,14.172078887458078,27.890604423494295,1.2136199079302676,1.9576972345699506,3.509819825749935,2025-02-01
3.0253134460585716,213.1222556619369,-12.419302604511122,176.49986263131063,10.892617422575627,308.12694914279257,13.313096483698496,26.76834321141328,1.2079696623992824,1.842999509055528,3.288418619467089,2025-03-01
6.811422549793476,194.3629140241994,-12.438369114742708,158.02169741909975,11.012116103701011,285.7285541497922,12.248169635669388,25.229471386148887,1.1657422627845597,1.6966620605063396,3.0546128610434446,2025-04-01
10.928758032194205,172.15978217706456,-12.40748213853159,139.6339584407261,9.937485485120078,261.83600198466206,10.82096718241773,23.656470039034215,1.0991532112622697,1.5224106921288663,2.837776314232198,2025-05-01
14.544809866554301,143.22114369200807,-11.83378124557786,121.46728288197605,7.09264781988713,237.40265064973156,9.104911341209903,22.00103666500815,0.9893010147737111,1.3623539676798901,2.643422007006393,2025-06-01
21.69957295646005,110.32142471080495,-10.837018757052823,103.8427903706776,3.7412145462882145,213.6803721840095,7.130384721003312,19.984551323128052,0.8726952266098681,1.1882670070742976,2.4051967626440223,2025-07-01
32.62672002580933,72.83268424793634,-9.557233568423172,85.52543023982443,1.1262245867034137,193.60909233492075,4.828878531555638,17.304936054304275,0.765815259218442,0.9788421920574215,2.1871254144710846,2025-08-01
44.60108891428892,34.64022886887178,-8.293614276786743,65.22542813764288,2.5052273348790073,173.14579714965723,2.3817771680083517,14.492984494559632,0.6972946869646206,0.7365391077280515,2.0514604435632378,2025-09-01
50.28154722054441,7.875634414858804,-7.3799080105136525,47.33088971645744,9.217274793381169,151.54854027636028,0.4867511292176041,12.365970895956695,0.6749947781410363,0.5108360295524491,2.0317424159018014,2025-10-01
47.91124725496325,-4.300807205342608,-6.864710489408901,34.803541992304424,18.72345105146333,134.09663628987215,-0.7616873288255187,10.841273776224586,0.6626062030139367,0.3360608771057813,2.080824247837994,2025-11-01
40.021786802700404,-9.53418389751016,-5.5205309550417505,24.6723539223041,34.323915310401986,115.76393535701226,-2.0765872568009986,9.183216445469672,0.6271165004543213,0.21404551780209724,2.1778924125733115,2025-12-01
34.52884507732786,-6.2151784739516,-3.869600352291272,27.596664744367928,44.55365888932861,115.66453744800334,-2.788617873245282,8.465925106472849,0.5673928057375617,0.2405705127347913,2.3283115896923534,2026-01-01
40.379401172861996,-0.9116918659251464,-2.3617392571792486,39.56117209334653,44.36276440087397,131.72961347515445,-2.050630204301449,9.23561549209926,0.544360414427812,0.3236618489481684,2.5203153730243164,2026-02-01
49.86617212471087,12.574436406089966,-0.7411290278812892,60.91128675560091,37.101641894241475,153.623644521336,-0.05688690457044808,11.555061052231686,0.5427243876605747,0.49883893858984274,2.6449546359154517,2026-03-01
47.61023362891265,43.772440714132046,0.8178944474585252,87.53932121979828,27.63394583756522,177.51362692948064,2.580738366918472,14.741689434239788,0.5538683329327999,0.7605310867282532,2.7252656954852923,2026-04-01
34.0174711787228,86.4439242754911,2.143747984036923,114.38399783522675,20.15974261905375,207.6590748584844,5.3800546438960355,17.939079311246932,0.6066499711921742,1.056830452482601,2.8604784451843877,2026-05-01
21.407529324808852,118.13425672311946,2.9285840928367537,132.15949763894892,16.237639186312325,229.91628609234317,7.569753087476178,20.545812825598748,0.6956801990296234,1.2865062547049633,2.9698746610885665,2026-06-01
16.02544528929884,123.80250657743684,3.2301662110371976,132.3866798358514,14.791403169738272,229.83297646361183,8.69617855361766,22.003211956999316,0.775611600203645,1.3802598059437423,2.9222197310217637,2026-07-01
19.849593048645794,96.38887553720464,3.1828019181657408,110.62036891211159,15.708775232268877,199.7632380888554,8.207816219550677,21.408974888049745,0.7844601028182822,1.2759267266630918,2.697534593306875,2026-08-01
34.58362480928975,46.576961908374145,3.069766401144306,75.95098958534524,19.888525644841156,150.27105074490956,6.21333827957347,18.305239684521233,0.7289974151720213,0.9630670847007903,2.423034753912701,2026-09-01
45.80767948776703,7.850196518131042,3.0778698605837427,46.623580362555025,31.52584338409244,108.83642924602987,3.4575477099730234,13.58387261814802,0.655049803267703,0.5770166892137836,2.3067138735675368,2026-10-01
39.50120614633625,-3.6648632471453895,3.474913180738423,31.924666964180453,49.30824997097194,94.72590091836288,0.5372607905533507,10.005075517231756,0.5836037450752704,0.36367317978463054,2.467075045673894,2026-11-01
35.3672511472972,-3.8189957261350003,4.51999829501282,29.61178367516173,58.89690046467862,106.29473939382827,-1.0901703684716055,8.180366147698928,0.5362733127766625,0.2815843870142405,2.7697890871875135,2026-12-01
45.82582287059295,-1.1210112944261563,6.1503744293696,38.60634270793626,57.91099711969474,133.20792259924613,-1.0556534373376958,8.40275078627262,0.530553252559399,0.30727173903537,3.0705671626608986,2027-01-01
64.93308999106232,10.580625340157653,7.284387288092209,66.83968486298542,46.49452468318428,165.61317696652966,1.32575953803138,11.566969613316328,0.5679373586686319,0.4906137190199144,3.168408730911817,2027-02-01
59.812022463971864,56.301179212029425,7.689053360519275,109.38934579470651,30.249241946392594,199.5084463197539,5.090521709283379,16.26377207001102,0.5999632017976345,0.8203074569042677,3.0570534116637833,2027-03-01
30.561291816730797,121.93453732637627,7.512861857970333,147.52843328538165,19.321070314949477,243.778661796435,8.841435725887091,20.77167461588951,0.6740332022773172,1.2580864350802714,3.0977178316548586,2027-04-01
9.38589198222847,169.30492494887312,6.9994203817170115,174.18962403531935,14.87453732007133,276.9729771535665,11.61615439797769,24.59381765329471,0.8165564661600708,1.609818737197095,3.223734894881946,2027-05-01
4.438641733236929,178.92111423135944,6.216369976784526,177.10363362474905,12.522389857627779,279.7997826352751,12.782888531016157,26.47450828278264,0.9417537830996865,1.7260076497049917,3.1612993159712386,2027-06-01
4.831687581276143,155.16856812172927,5.006644198523304,153.60408222065792,10.998244050457135,250.8370780984405,12.280229498991655,25.98288884813673,0.9550719826601488,1.6117505091927877,2.86606584306193,2027-07-01
16.656421231916994,99.8111099663226,3.611089663450629,111.10221616842041,11.377691651658619,198.02263175812095,9.988001707792185,23.1392500183577,0.8652315022306675,1.2991025799183944,2.4755734816728587,2027-08-01
42.20046734850771,30.33133565092678,2.577204101731658,65.83585039688926,17.802213474549703,135.13118550936701,6.48145238542116,17.706057830689133,0.7542261023912539,0.805062365575744,2.1671042533392697,2027-09-01
44.68484911708451,-0.7497294140989027,1.862486528741075,37.56909216624167,39.109282833888024,98.20680418982641,2.5379885756924003,12.057363616250667,0.6565370531462819,0.4169805640460516,2.210121893676864,2027-10-01
31.742184826094274,-2.425374741109871,1.6108032011358016,29.854287019285568,58.21597924038045,95.48339684790163,-0.30634784442716906,8.91310175842676,0.5723204461534916,0.2852769434445675,2.4839855442037932,2027-11-01
33.83433710351808,-1.405246574389286,2.1084398885442264,34.338905410694174,62.28545383575142,118.91461393619059,-1.1409726812871528,8.143475959854719,0.5338535514826885,0.2748693594969828,2.8199436288865303,2027-12-01
54.63825681566588,1.908423534050366,2.899955053655485,54.674526154662374,54.693100293313066,157.26559439028375,0.20645265970122126,10.32750098192995,0.5556769460809611,0.4052294663763506,3.042971839922154,2028-01-01
69.30815907516353,29.3697679306313,3.2779072119289876,95.21142885473498,36.447181026266946,197.66044161846077,3.832722655481987,14.915845412284527,0.6049982282137617,0.6737195705643443,3.0423309540083094,2028-02-01
45.311931970902215,97.41490991852183,3.3328149095757045,139.84717330215224,20.247240680892364,239.68440557897824,7.992659985360069,20.22028029300502,0.6452763148537547,1.1219889549387885,3.011720475281846,2028-03-01
15.047711132716916,164.34043845070738,3.2957434507731045,176.17117843916725,14.025021102816156,283.8685159972327,11.491640759412087,24.697637467970374,0.7703247251527104,1.5805286462495995,3.254058679801131,2028-04-01
3.450456619495598,197.45721687333042,3.20221124039947,196.74561867479943,11.694678514483488,302.7920899622862,13.615285709063494,27.676409638704836,0.9307772179093271,1.8432290770303683,3.393149537327149,2028-05-01
2.3239186776115908,190.61135017637332,2.750770973963064,187.12269251935055,9.952318253356044,288.1733175731452,14.162723960493606,28.388508609110715,1.030175555145353,1.8609970199180874,3.234006987866417,2028-06-01
4.101599159354028,150.6554728106016,1.917784030596971,151.5358193210663,8.288297797177545,245.9254790047655,12.79591116756767,26.610535508570543,0.9742139710535309,1.6505219893880283,2.817992527918364,2028-07-01
21.41392193552077,85.60771224051211,1.0299009450449073,104.41732290306803,7.721214796786073,189.25387838755026,9.685643835811707,22.574567985487597,0.8417619602090448,1.235249600389834,2.3525126004039585,2028-08-01
